name,address,city,state,latitude,longitude,stars,review_count,categories
ARCO Mesa Mart,1510 S Country Club Dr,Mesa,AZ,33.3873891,-111.84042040000001,3.0,5,"Food, Convenience Stores, Automotive, Gas Stations"
Smashburger,15801 N Frank Lloyd Wright Blvd,Scottsdale,AZ,33.6297775,-111.88740990000002,3.5,168,"Hot Dogs, Burgers, American (New), Restaurants"
Banh Mi Boys,399 Yonge Street,Toronto,ON,43.6590974,-79.3820781,4.0,444,"Restaurants, Vietnamese, Asian Fusion"
Bolan Thai Cuisine,709 Mount Pleasant Road,Toronto,ON,43.706480563199996,-79.3893363699,4.0,73,"Restaurants, Thai"
Marathon,3501 Lorain Ave,Cleveland,OH,41.4811929,-81.71063620000001,2.5,8,"Gas Stations, Automotive"
Valley Nail & Spa,"1939 S Val Vista Dr, Ste 104",Mesa,AZ,33.3805178,-111.75343079999999,3.5,70,"Nail Salons, Beauty & Spas, Waxing, Hair Removal"
PetSmart,1110 Hospitality Dr,Rock Hill,SC,34.9778684,-80.9825314,3.5,10,"Pet Groomers, Pets, Pet Services, Pet Stores, Pet Training"
Food Lion,3009 Plaza Rd,Charlotte,NC,35.2390995,-80.7996243,4.0,5,"Sandwiches, Food, Grocery, Restaurants, Delis"
The Shuka Shak,4810 N 7th St,Phoenix,AZ,33.5080653,-112.06545200000001,4.0,9,"Kosher, Pizza, Restaurants, Vegetarian, Breakfast & Brunch"
Safeway,3132 E Camelback Rd,Phoenix,AZ,33.5115882,-112.0147562,3.5,58,"Food, Shopping, Drugstores, Grocery"
Shish Kabab Express,112 Dundas Street W,Toronto,ON,43.655714200000006,-79.384236,4.0,43,"Middle Eastern, Restaurants, Mediterranean, Fast Food, Falafel, Halal"
Grapevine,1012 Market St,Fort Mill,SC,35.027245,-80.96921409999999,4.5,60,"Wine Bars, Beer, Wine & Spirits, Food, Nightlife, Bars"
Shell,1010 E Chandler Blvd,Chandler,AZ,33.3066749573,-111.823600769,2.0,5,"Gas Stations, Automotive"
Shell,4995 County Rd N,Sun Prairie,WI,43.2500700706,-89.3805767122,4.0,4,"Automotive, Gas Stations"
Good Catch Boil House,"179 Enterprise Boulevard, Unit M-109",Markham,ON,43.8495966724,-79.3224447593,4.0,357,"Restaurants, Cajun/Creole, Seafood, Asian Fusion"
Southwest Animal Hospital,6101 W Tropicana Ave,Las Vegas,NV,36.0995857,-115.2253652,3.5,38,"Pets, Veterinarians"
Tim Hortons,79 Crowfoot Way NW,Calgary,AB,51.124023145600006,-114.2045168579,2.5,6,"Sandwiches, Coffee & Tea, Food, Restaurants"
PT's Gold,1383 E Silverado Ranch Rd,Las Vegas,NV,36.012828544099996,-115.133871,2.5,30,"Restaurants, Pubs, American (Traditional), Sports Bars, Bars, American (New), Breakfast & Brunch, Nightlife, Pizza"
KO Sushi,230 S Tryon St,Charlotte,NC,35.2260383,-80.84552009999999,4.0,117,"Japanese, Sushi Bars, Restaurants"
I Love Sushi,11041 S Eastern Ave,Henderson,NV,35.991622864899995,-115.1028513749,4.5,943,"Japanese, Restaurants, Sushi Bars"
Hurley,"855 S Grand Central Pkwy, Ste 1880",Las Vegas,NV,36.163011100000006,-115.1583136,3.5,6,"Women's Clothing, Swimwear, Men's Clothing, Fashion, Shopping"
Motel 6,214 S 24th St,Phoenix,AZ,33.445147999999996,-112.030854,1.5,27,"Hotels, Hotels & Travel, Event Planning & Services"
Kilwin's Chocolates,John J Delaney Dr,Charlotte,NC,35.227109999999996,-80.84351,4.0,10,"Chocolatiers & Shops, Food, Specialty Food"
Harper's Restaurant,11059 Carolina Place Pkwy,Pineville,NC,35.0814977,-80.8772267,3.5,121,"American (Traditional), Burgers, Breakfast & Brunch, Restaurants, Sandwiches"
That's Amore Gelato,"7605 E Pinnacle Peak Rd, Ste 3",Scottsdale,AZ,33.696931337399995,-111.91628169090001,5.0,282,"Coffee & Tea, Ice Cream & Frozen Yogurt, Italian, Gelato, Desserts, Restaurants, Food"
Sweet Jesus,106 John Street,Toronto,ON,43.647419703999994,-79.3902875133,3.0,666,"Desserts, Ice Cream & Frozen Yogurt, Food, Coffee & Tea"
The Stouffville Off-Leash Dog Park,Rougeview Avenue,Whitchurch-Stouffville,ON,43.9536589733,-79.2684104029,4.0,7,"Parks, Active Life, Dog Parks"
Sephora,317 - 7 Avenue SW,Calgary,AB,51.046433,-114.06929099999999,3.0,6,"Cosmetics & Beauty Supply, Shopping, Beauty & Spas, Hair Salons"
Thai House,"9850 S Maryland Pkwy, Ste 17",Las Vegas,NV,36.0105784998,-115.1341448538,3.5,366,"Thai, Seafood, Chinese, Restaurants"
Forefathers Gourmet Cheesesteaks & Fries,"8707 S Priest Dr, Ste 101",Tempe,AZ,33.3356326,-111.962543,4.5,446,"Sandwiches, Restaurants, Food, Desserts, Cheesesteaks"
Boulangerie Guillaume,5132 Boulevard Saint-Laurent,Montréal,QC,45.5233167,-73.5935236,4.5,80,"Bakeries, Food"
7-Eleven,646 W Indian School Rd,Phoenix,AZ,33.495239861,-112.0830908418,2.5,7,"Coffee & Tea, Food, Convenience Stores, Grocery"
Wazuzu,3131 Las Vegas Blvd S,Las Vegas,NV,36.12757,-115.166312,4.0,546,"Asian Fusion, Diners, Restaurants"
Japanese Friendship Garden - Ro Ho En,1125 N 3rd Ave,Phoenix,AZ,33.460993423000005,-112.0770008074,4.0,149,"Hotels & Travel, Cultural Center, Tours, Local Flavor, Venues & Event Spaces, Arts & Entertainment, Parks, Museums, Art Tours, Active Life, Event Planning & Services"
Renaissance Charlotte Suites Hotel,2800 Coliseum Centre Dr,Charlotte,NC,35.188311999999996,-80.91498399999999,3.5,83,"Hotels & Travel, Hotels, Event Planning & Services"
Megabus,,Las Vegas,NV,36.0765176,-115.1533426,2.0,77,"Transportation, Hotels & Travel"
Basil Thai Cuisine,210 N Church St,Charlotte,NC,35.228886100000004,-80.84266590000001,3.5,543,"Seafood, Taiwanese, Vegetarian, Thai, Restaurants"
Dollar Tree,8330 Pineville Matthews Rd,Charlotte,NC,35.08894,-80.860559,3.5,10,"Shopping, Discount Store"
BAMBU,"4810 Spring Mountain Rd, Ste B",Las Vegas,NV,36.1265845438,-115.2062395272,4.0,242,"Food, Coffee & Tea, Bubble Tea, Juice Bars & Smoothies, Desserts"
quad,580 King Street W,Toronto,ON,43.6449036,-79.3994368,3.5,22,"Active Life, Gyms, Trainers, Fitness & Instruction"
Starbucks,4976 Premium Outlets Wy K1,Chandler,AZ,33.287693,-111.9738993541,3.0,12,"Coffee & Tea, Food, Bakeries"
Belle De Provence,2586 Yonge Street,Toronto,ON,43.714312400000004,-79.4002801,3.0,3,"Flowers & Gifts, Shopping, Cosmetics & Beauty Supply, Beauty & Spas"
Havre-aux-Glaces,145 Rue Sainte-Catherine O,Montréal,QC,45.508441,-73.565438,4.5,6,"Ice Cream & Frozen Yogurt, Desserts, Food"
Shane's Rib Shack,"440 E McCullough Dr, Ste 123",Charlotte,NC,35.302106,-80.74776,3.5,76,"Caterers, Chicken Wings, Event Planning & Services, American (New), Restaurants, Barbeque, Fast Food, Sandwiches"
Teazone,"16 Vogell Road, Unit B",Richmond Hill,ON,43.8645333,-79.3821773,2.0,7,"Food, Tea Rooms, Desserts, Coffee & Tea"
Zuma Las Vegas,3708 S Las Vegas Blvd,Las Vegas,NV,36.1099462,-115.17539109999998,4.5,336,"Nightlife, Sushi Bars, Japanese, Restaurants, Bars"
Little Church of the West,4617 S Las Vegas Blvd,Las Vegas,NV,36.0861,-115.17200000000001,4.5,125,"Religious Organizations, Venues & Event Spaces, Flowers & Gifts, Churches, Shopping, Florists, Event Photography, Wedding Planning, Photographers, Event Planning & Services, Travel Services, Hotels & Travel, Wedding Chapels"
Express,15279 N Scottsdale Rd,Scottsdale,AZ,33.6251533,-111.9252426,3.5,8,"Women's Clothing, Shopping, Fashion, Restaurants, Men's Clothing"
Terrible Herbst,2718 E Tropicana Ave,Las Vegas,NV,36.100459,-115.113321,2.5,14,"Gas Stations, Automotive"
Keybank,2047 W 25th St,Cleveland,OH,41.4837218,-81.70255970000001,1.5,11,"Financial Services, Banks & Credit Unions"
Dolce & Gabbana,875 S Grand Central Pkwy,Las Vegas,NV,36.1638289,-115.1568419,3.5,9,"Shopping, Outlet Stores"
Happy Time Seafood Restaurant,"146 Old Kennedy Road, Unit 1",Markham,ON,43.82847565310001,-79.30158052590001,3.0,14,"Chinese, Dim Sum, Restaurants, Seafood"
BT's Burger Joint,14130 Rivergate Pkwy,Charlotte,NC,35.102668921100005,-80.98548535,3.0,62,"Food, Salad, American (New), Restaurants, Burgers"
Forequarter,708 E Johnson,Madison,WI,43.0822764,-89.37961120000001,4.0,244,"Beer Bar, Bars, Nightlife, Caterers, Restaurants, Event Planning & Services, American (New), Breakfast & Brunch, Vegetarian, Vegan"
Jimmy D's,1707 E Carson St,Pittsburgh,PA,40.428945899999995,-79.9816473,2.0,50,"Dance Clubs, Nightlife"
Peet's Coffee & Tea,230 W Huron Rd,Cleveland,OH,41.497409000000005,-81.69360999999999,3.5,8,"Coffee & Tea, Food"
Montana Meat Company - Durango,9135 S Durango,Las Vegas,NV,36.021932,-115.279583,3.5,377,"American (Traditional), Steakhouses, Seafood, Restaurants, Burgers"
Celebration of Fine Art,18400 N Hayden Rd,Scottsdale,AZ,33.652926,-111.90891200000002,4.5,7,"Festivals, Art Galleries, Shopping, Arts & Entertainment"
Monroeville Zombies,100A Monroeville Mall,Monroeville,PA,40.429185600000004,-79.795702,5.0,4,"Museums, Arts & Entertainment"
Carino Japanese Bistro + Wine,709 Edmonton Trail NE,Calgary,AB,51.0585339,-114.05466080000001,4.0,43,"Wine Bars, Japanese, Italian, Bars, Nightlife, Restaurants"
NTB - National Tire & Battery,2201 W Arrowood Rd,Charlotte,NC,35.145745,-80.9249449,4.0,8,"Auto Repair, Automotive, Oil Change Stations, Tires"
Seven Grams,131 Avenue Road,Toronto,ON,43.6737858,-79.3958557,4.0,68,"Food, Coffee & Tea"
Spicy Mafia,"20 Gibson Drive, Unit 111A",Markham,ON,43.8237483,-79.32641140000001,3.0,57,"Chinese, Restaurants"
Nadeau - Furniture with a Soul,3100 South Blvd,Charlotte,NC,35.197255,-80.8701658,3.5,23,"Furniture Stores, Shopping, Home & Garden, Home Decor"
First Watch,1431 Som Center Rd,Mayfield Heights,OH,41.5215343,-81.4371695,4.0,79,"Restaurants, Breakfast & Brunch, Food, Cafes, Fast Food, American (Traditional)"
Via Cibo,808 York Mills Road,North York,ON,43.7544216805,-79.35810783859999,3.5,113,"Sandwiches, Pizza, Restaurants, Italian"
Yogini's,"3508 N 7th St, Ste 130A",Phoenix,AZ,33.4889079907,-112.0656123771,3.5,25,"Active Life, Physical Therapy, Education, Local Flavor, Yoga, Health & Medical, Fitness & Instruction"
Joes Seafood Prime Steak & Stone Crab,"3500 Las Vegas Blvd S, Ste R-05",Las Vegas,NV,36.1189331996,-115.17375194440001,4.5,2417,"Steakhouses, Nightlife, Seafood, Restaurants, Bars, Wine Bars"
"Henry Jerry T, DPM",341 N Buffalo Dr,Las Vegas,NV,36.1766125,-115.260834,5.0,22,"Doctors, Podiatrists, Health & Medical"
Charles Scott Salons & Spas,294 Crocker Park Blvd,Westlake,OH,41.4595813216,-81.9537377357,3.5,27,"Nail Salons, Hair Salons, Day Spas, Beauty & Spas"
The Charlotte Observer,550 S Caldwell St,Charlotte,NC,35.220629200000005,-80.84421640000001,1.5,53,"Mass Media, Print Media"
Taste of Dahntahn,535 Liberty Ave,Pittsburgh,PA,40.442035,-80.00255600000001,3.0,48,"American (New), Restaurants"
M·A·C Pro Bloor,89/91 Bloor Street West,Toronto,ON,43.6692904,-79.3904507,4.0,13,"Makeup Artists, Cosmetics & Beauty Supply, Shopping, Beauty & Spas"
Duke's Refresher + Bar,"382 Yonge Street, Unit 8",Toronto,ON,43.6590440287,-79.3830707247,4.0,161,"Sandwiches, Restaurants, Bars, American (Traditional), Nightlife, Beer Bar, Burgers, Breakfast & Brunch, Sports Bars, Pubs"
Siri Thai,2605 Windmill Pkwy,Henderson,NV,36.04213920000001,-115.10135290000001,3.5,190,"Seafood, Thai, Restaurants"
Wrap-N-Frappe,20511 N Hayden Rd,Scottsdale,AZ,33.6717895,-111.90600069999999,3.5,6,"Food, Health Markets, Specialty Food"
As You Wish Pottery Painting Place,"21001 N Tatum Blvd, Ste 48-1530",Phoenix,AZ,33.676232,-111.971428,4.0,43,"Event Planning & Services, Party & Event Planning, Arts & Crafts, Shopping, Paint-Your-Own Pottery"
Kj Wines & Spirits,555 11 Avenue SW,Calgary,AB,51.0422965,-114.07322420000001,4.0,3,"Food, Beer, Wine & Spirits"
Starbucks,"6365 S. Rainbow Blvd., #100",Las Vegas,NV,36.072522,-115.242979,3.5,76,"Coffee & Tea, Food"
Rachel's Young At Art Studio,"6990 E Shea Blvd, Ste 115",Scottsdale,AZ,33.582972399999996,-111.93068400000001,5.0,13,"Child Care & Day Care, Active Life, Local Services, Art Classes, Education, Kids Activities, Summer Camps"
Brazilian Bull Steakhouse,4909 E Chandler Blvd,Phoenix,AZ,33.3039011,-111.9784087,2.5,162,"Latin American, Brazilian, Barbeque, Restaurants, Steakhouses"
La Casa Narcisi Winery,4578 Gibsonia Rd,Gibsonia,PA,40.609428620500005,-79.8944464195,3.5,59,"Food, Arts & Entertainment, Beer, Wine & Spirits, Wineries"
Massage Envy - Scottsdale Seville,7001 N Scottsdale Rd,Scottsdale,AZ,33.539351,-111.92416100000001,3.5,61,"Massage, Beauty & Spas, Massage Therapy, Health & Medical, Day Spas, Skin Care"
Ingo's Tasty Food,4502 N 40th St,Phoenix,AZ,33.502758,-111.99565,4.5,483,"Burgers, Delis, Beer, Wine & Spirits, Food Stands, Breakfast & Brunch, American (New), Food, Restaurants"
Gourmet Wok Hawaiian BBQ,7638 Westcliff Dr,Las Vegas,NV,36.1742276,-115.26102420000001,3.5,36,"Seafood, Restaurants, Hawaiian, Chinese"
Fractured Prune Doughnuts,"9460 W Flamingo Rd, Ste 115",Las Vegas,NV,36.1154596835,-115.29834093,4.5,276,"Food, Donuts"
Stinger Harley-Davidson,3053 Eastpointe Dr,Medina,OH,41.138842499999996,-81.79672990000002,4.0,8,"Auto Parts & Supplies, Motorcycle Dealers, Motorcycle Repair, Automotive"
Giant Eagle,Quaker Village Shopping Ctr,Leetsdale,PA,40.5614339,-80.2053291,1.5,6,"Shopping, Videos & Video Game Rental, Food, Bakeries, Restaurants, Grocery, Books, Mags, Music & Video"
King Palace,820 Church Street,Toronto,ON,43.6720837448,-79.3858351598,3.0,113,"Local Flavor, Restaurants, Indian, Middle Eastern, Pakistani"
Gordon Biersch Brewery Restaurant,"750 S Rampart Blvd, Ste 16",Las Vegas,NV,36.1645604,-115.2893048,3.5,187,"Breweries, Restaurants, Food, American (New)"
Burrito Bandidos,2 Walmer Road,Toronto,ON,43.666288396000006,-79.4054889679,3.5,82,"Restaurants, Tex-Mex"
Good View Restaurant,134 Dundas Street E,Toronto,ON,43.6568241,-79.37617409999999,3.5,50,"Chinese, Food, Restaurants, Specialty Food, Ethnic Food"
The Coffee House & Sweet Buttercupcakes,117 S Water St,Henderson,NV,36.0335181889,-114.98357065020001,4.5,26,"Coffee & Tea, Cafes, Restaurants, Food, Cupcakes"
Tropical Fruit N'Ice Raspados,1522 N Scottsdale Rd,Tempe,AZ,33.4463601,-111.9270081,4.0,40,"Restaurants, Shaved Ice, Sandwiches, Food, Ice Cream & Frozen Yogurt, Desserts, Mexican"
NYPD Pizza,"13980 W Bell Rd, Ste 1",Surprise,AZ,33.6403916448,-112.36084737,4.0,201,"Pizza, Restaurants, Italian"
Il Padres,196 Royal York Road,Etobicoke,ON,43.611663,-79.496623,3.5,15,"Pizza, Restaurants"
DW Bistro,"9275 W Russell Rd, Ste 190",Las Vegas,NV,36.0842933813,-115.29387816799999,4.5,1203,"New Mexican Cuisine, Caribbean, Cocktail Bars, American (Traditional), American (New), Restaurants, Nightlife, Bars"
Nova Era Bakery,980 Bloor Street W,Toronto,ON,43.6613039,-79.42968409999999,3.0,25,"Sandwiches, Coffee & Tea, Bakeries, Restaurants, Food"
I Made It Market,623 Smithfield St,Pittsburgh,PA,40.44186,-79.997646,4.5,8,"Pop-up Shops, Shopping"
Country Inn & Suites by Carlson-Scottsdale,10801 N 89th Pl,Scottsdale,AZ,33.584474900000004,-111.88755330000001,3.0,35,"Hotels & Travel, Event Planning & Services, Hotels"
Crocs,"3200 Las Vegas Blvd S, Ste 1150",Las Vegas,NV,36.1275236,-115.1715003,4.0,5,"Accessories, Shoe Stores, Fashion, Shopping"
Sake Express,1327 E Franklin Blvd,Gastonia,NC,35.262031,-81.157035,3.5,79,"Steakhouses, Sushi Bars, Local Flavor, Food, Japanese, Specialty Food, Restaurants"
Parc Central,15323 N Scottsdale Rd,Scottsdale,AZ,33.625567499999995,-111.9244742,3.5,41,"American (New), Food, Restaurants"
Gallo Blanco,401 W Clarendon Ave,Phoenix,AZ,33.49112,-112.079081,4.0,895,"Burgers, Salad, Cafes, Nightlife, Sandwiches, Mexican, Bars, Restaurants"
Vietnam Lovely Noodle,378 Bloor Street W,Toronto,ON,43.666292299999995,-79.4062449,4.0,23,"Restaurants, Vietnamese, Noodles"
The Flower Studio,20815 N 25th Pl,Phoenix,AZ,33.6758305,-112.02757240000001,4.0,7,"Flowers & Gifts, Party & Event Planning, Shopping, Event Planning & Services, Florists"
Chelsea's Kitchen,5040 N 40th St,Phoenix,AZ,33.5112367,-111.9956119,4.0,1363,"Breakfast & Brunch, Restaurants, American (New), American (Traditional)"
Mile-Ex Restaurant,6631 Rue Jeanne-Mance,Montréal,QC,45.528766,-73.614236,4.5,27,"Canadian (New), Restaurants"
Chez Suzette,3 Rue Saint-Paul E,Montréal,QC,45.5059184294,-73.55360309999999,4.0,344,"Creperies, Restaurants, French"
Sunset Grill,"5089 Dixie Rd, Unit B3",Mississauga,ON,43.6366510404,-79.6215642141,4.5,26,"Breakfast & Brunch, Sandwiches, Canadian (New), Diners, Restaurants"
Ivy Boutique,,Phoenix,AZ,33.2909097,-112.03571370000002,3.5,15,"Used, Vintage & Consignment, Women's Clothing, Fashion, Shopping"
99 Cents Only Stores,4920 S Fort Apache Rd,Las Vegas,NV,36.0992448,-115.2960489,3.5,44,"Event Planning & Services, Wholesalers, Party Supplies, Professional Services, Convenience Stores, Shopping, Fashion, Discount Store, Department Stores, Food"
Gordman's,7605 Market Place Dr,Aurora,OH,41.350162299999994,-81.385449,4.0,4,"Fashion, Shopping, Department Stores"
Le Fantôme,1832 Rue William,Montréal,QC,45.487159600000005,-73.5670218,4.5,55,"Restaurants, Canadian (New)"
Pizzaiolo,588 Danforth Ave,Toronto,ON,43.678760600000004,-79.3467647,2.5,11,"Pizza, Gluten-Free, Vegan, Restaurants"
Sprouts Farmers Market,4020 S Rainbow Blvd,Las Vegas,NV,36.115339164,-115.2411478758,4.0,186,"Grocery, Shopping, Health Markets, Food, Specialty Food, Farmers Market, Personal Shopping, Fruits & Veggies"
Sí Señor Mexican Restaurant,16800 Lorain Ave,Cleveland,OH,41.450818299999995,-81.814615,4.0,87,"Mexican, Restaurants"
Rodney's Oyster House,469 King Street W,Toronto,ON,43.644948,-79.396846,4.0,336,"Seafood, Restaurants"
Baker's Bakery,3550 W 105th St,Cleveland,OH,41.455791,-81.75923399999999,5.0,4,"Restaurants, Bakeries, Food"
The Big Chill,367 Manning Avenue,Toronto,ON,43.6556537529,-79.41251610970001,3.5,94,"Food, Ice Cream & Frozen Yogurt"
Brown Rice Thai Kitchen,"1910 Village Center Cir, Ste 3",Las Vegas,NV,36.1932914379,-115.3040919117,4.0,127,"Restaurants, Thai"
Windsor,5223 N Central Ave,Phoenix,AZ,33.513575,-112.07338100000001,4.0,1100,"Restaurants, Nightlife, Bars, Breakfast & Brunch, Pubs, Food, American (New), Beer, Wine & Spirits"
Sunflower Pet Supply,7650 S McClintock Dr,Tempe,AZ,33.347939000000004,-111.91216680000001,4.5,11,"Pet Adoption, Pets, Pet Stores"
Taberna de Tequilla,Phoenix Sky Harbor Airport,Phoenix,AZ,33.436674112199995,-112.0089428905,2.0,178,"Restaurants, Mexican"
Monongahela Incline,5 Grandview Ave,Pittsburgh,PA,40.432273131500004,-80.004157615,4.5,114,"Landmarks & Historical Buildings, Local Flavor, Public Services & Government"
Café Différance,449 Avenue Viger O,Montréal,QC,45.5027765,-73.5629569,4.0,67,"Restaurants, Cafes, Food, Coffee & Tea"
Manies Pizzaria & Greek Cuisine,819 17 Avenue SW,Calgary,AB,51.0376442,-114.0805606,3.0,39,"Mediterranean, Pizza, Greek, Restaurants"
Wendy's,116 Peebles St,Pittsburgh,PA,40.4461454,-79.89316219999999,2.0,9,"Restaurants, Burgers, Fast Food"
Gangnam Asian BBQ Dining,"4480 Paradise Rd, Ste 600",Las Vegas,NV,36.108897999999996,-115.151261,4.5,3449,"Barbeque, Korean, Asian Fusion, Tapas/Small Plates, Japanese, Restaurants"
Starbucks,"3883 Rutherford Road, Suite 1",Woodbridge,ON,43.8271535213,-79.5576729873,3.0,4,"Coffee & Tea, Food"
El Pollo Loco,7380 W Cheyenne Ave,Las Vegas,NV,36.218674,-115.25638799999999,2.0,67,"Fast Food, Restaurants, Mexican"
Time Change,26300 Cedar Rd,Beachwood,OH,41.498488,-81.4941423,3.0,4,"Watches, Shopping"
Luxury Suites International,145 E Harmon Ave,Las Vegas,NV,36.106012799999995,-115.1667809,2.5,68,"Event Planning & Services, Travel Services, Hotels, Hotels & Travel"
Apron Cafe,"9631 Yonge Street, Unit 2",Richmond Hill,ON,43.8625792751,-79.435085468,3.0,39,"Chinese, Restaurants"
Black Bear Diner,1809 EBaseline Rd,Gilbert,AZ,33.3784717639,-111.7912952323,3.5,382,"Restaurants, Breakfast & Brunch, Diners, American (Traditional), American (New), Burgers"
Yoforia,"4400 Sharon Rd, E10A",Charlotte,NC,35.1518374,-80.8304036,4.0,25,"Ice Cream & Frozen Yogurt, Food"
Just Thai,534 Church Street,Toronto,ON,43.6650073,-79.38081109999999,2.5,49,"Restaurants, Thai"
Bathurst Subway Station,819 Bathurst Street,Toronto,ON,43.6663485409,-79.41123348100001,2.5,11,"Public Transportation, Transportation, Hotels & Travel, Train Stations"
Thai'd Up,110 N Central Ave,Phoenix,AZ,33.449568,-112.0740163,3.0,99,"Restaurants, Thai"
Phoenix Comicon,100 N 3rd St,Phoenix,AZ,33.4494055801,-112.0700183715,4.0,21,"Festivals, Performing Arts, Arts & Entertainment"
DIZZ's Bagel,6160 De La Cote-Saint-Luc Ch,Montréal,QC,45.4751236,-73.6415954,3.5,9,"Bakeries, Food, Event Planning & Services, Bagels, Caterers"
Sweet O'clock,5461 Yonge Street,Toronto,ON,43.7776064,-79.414713,3.0,86,"Tea Rooms, Desserts, Ice Cream & Frozen Yogurt, Food"
Groundhog Pub,401 Bloor St E,Toronto,ON,43.6722307,-79.3772695,2.5,3,"Pubs, Nightlife, Bars"
T&T Supermarket,9625 Yonge Street,Richmond Hill,ON,43.8622215217,-79.43267923270001,3.5,20,"Restaurants, Food, Grocery, Chinese"
CVS Pharmacy,3270 S Buffalo Dr,Las Vegas,NV,36.1297917,-115.26032839999999,2.5,16,"Shopping, Health & Medical, Pharmacy, Drugstores"
Cleveland Public Power,1201 Lakeside Ave E,Cleveland,OH,41.5074973,-81.6894022,1.0,6,"Utilities, Public Services & Government, Local Services, Automotive, Home Services, Community Service/Non-Profit"
Corks,15 York Street,Toronto,ON,43.642421899999995,-79.3809375,4.0,21,"Food, Beer, Wine & Spirits, Restaurants, Tapas/Small Plates"
Habitat for Humanity of Greater Pittsburgh ReStore,1913 Monongahela Ave,Pittsburgh,PA,40.421867600000006,-79.8885603,4.0,7,"Community Service/Non-Profit, Discount Store, Thrift Stores, Home & Garden, Shopping, Local Services"
Arizona's Best Smoke Shop,"1955 W Main St, Ste 102",Mesa,AZ,33.413318100000005,-111.87409240000001,4.0,28,"Flowers & Gifts, Nightlife, Shopping, Tobacco Shops, Gift Shops, Head Shops"
Primanti Bros,2 S Market Sq,Pittsburgh,PA,40.440287,-80.002585,3.5,690,"Sandwiches, Bars, Nightlife, Restaurants, Sports Bars, Chicken Wings, American (New)"
Cheese Magic,182 Baldwin Street,Toronto,ON,43.654828,-79.40096209999999,4.0,41,"Food, Specialty Food, Caterers, Event Planning & Services, Cheese Shops"
Alleycatz Restaurant Jazz Bar,2409 Yonge Street,Toronto,ON,43.7103811,-79.39851,2.5,89,"Nightlife, Canadian (New), Arts & Entertainment, American (New), Bars, Greek, Restaurants, Mediterranean, Music Venues"
ABC Book Store,662 Yonge Street,Toronto,ON,43.667046500000005,-79.38573079999999,3.0,16,"Bookstores, Books, Mags, Music & Video, Shopping"
Paninis Bar & Grill,840 Huron Rd E,Cleveland,OH,41.4986069,-81.685637,3.5,49,"Bars, Sandwiches, Restaurants, Sports Bars, Pizza, Pubs, Nightlife"
Lowe's Home Improvement,"2501 W Happy Valley Rd, Bldg 40",Phoenix,AZ,33.710651,-112.109527,3.0,44,"Appliances, Home Services, Home Decor, Building Supplies, Shopping, Home & Garden, Hardware Stores"
Richard Mille,3720 S Las Vegas Blvd,Las Vegas,NV,36.1085663471,-115.1739481464,3.0,3,"Watches, Shopping"
Suncoast Showroom,9090 Alta Dr,Las Vegas,NV,36.16915170000001,-115.2913521,4.0,14,"Arts & Entertainment, Nightlife, Music Venues, Dance Clubs"
Hyatt Regency Scottsdale Resort & Spa at Gainey Ranch,7500 E Doubletree Ranch Rd,Scottsdale,AZ,33.566660399999996,-111.91857809999999,4.0,478,"Restaurants, Event Planning & Services, Resorts, Hotels, Hotels & Travel, Venues & Event Spaces"
DAVIDsTEA,26 McKenzie Towne Gate SE,Calgary,AB,50.9157266,-113.9618115,4.5,3,"Coffee & Tea Supplies, Tea Rooms, Coffee & Tea, Food"
Sheraton Grand at Wild Horse Pass,5594 W Wild Horse Pass Blvd,Phoenix,AZ,33.266519800000005,-111.99188000000001,3.5,224,"Event Planning & Services, Hotels & Travel, Restaurants, Beauty & Spas, Hotels, Day Spas, Cosmetics & Beauty Supply, Shopping"
ASICS,1 Bass Pro Mills Drive,Vaughan,ON,43.825638299999994,-79.5382147,3.5,3,"Fashion, Sports Wear, Shopping, Sporting Goods"
Sweet Tomatoes,"21001 North Tatum Blvd., #93",Phoenix,AZ,33.6769879109,-111.9762262207,3.5,139,"Vegetarian, Restaurants, Soup, Buffets, Salad"
My Yoga Studio,"1455 16th Avenue, Unit 10",Richmond Hill,ON,43.8652279107,-79.3896102905,3.5,23,"Gyms, Yoga, Fitness & Instruction, Active Life"
District American Kitchen and Wine Bar,320 N 3rd St,Phoenix,AZ,33.451746299999996,-112.0702494,3.5,435,"Bars, Wine Bars, American (New), Restaurants, Nightlife"
Original ChopShop,222 E University Dr,Tempe,AZ,33.422318,-111.935883,4.0,454,"Restaurants, Cafes, Food, Breakfast & Brunch, Juice Bars & Smoothies, American (New), Salad"
Burgatory,342 N Shore Dr,Pittsburgh,PA,40.4461811,-80.0108833,4.0,267,"Juice Bars & Smoothies, Beer Bar, Nightlife, American (New), Cocktail Bars, Bars, Food, Fast Food, Burgers, Restaurants"
Baja Fresh Mexican Grill,16495 N Scottsdale Rd,Scottsdale,AZ,33.6355578,-111.9210712,4.0,6,"Fast Food, Mexican, Tex-Mex, Restaurants"
Fabletics,"2115 Festival Plaza Dr, Ste N110",Las Vegas,NV,36.148641,-115.33373610000001,3.5,27,"Women's Clothing, Fitness/Exercise Equipment, Fashion, Men's Clothing, Sporting Goods, Shopping, Sports Wear"
Yelp's Brunch Bash,260 King St E,Toronto,ON,43.6522098,-79.3668394,3.5,16,"Local Flavor, Yelp Events"
